"학교종류명","설립구분","표준학교코드","학교명","영문학교명","관할조직명","도로명우편번호","도로명주소","도로명상세주소","전화번호","홈페이지주소","팩스번호","남녀공학구분명","고등학교구분명","산업체특별학급존재여부","고등학교일반실업구분명","특수목적고등학교계열명","입시전후기구분명","주야구분명","설립일자","개교기념일","시도교육청코드","시도교육청명","소재지명","적재일시"
"초등학교","공립","7134107","서울용마초등학교","Seoul Yongma Elementary School","서울특별시성동광진교육지원청","04926","서울특별시 광진구 천호대로113길 10","(중곡동)","02-3436-4012","http://www.ymc.es.kr","02-3436-4018","남여공학","","N","일반계","","전기","주간","19720801","19721123","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134106","서울용답초등학교","Seoul Yongdap Elementary School","서울특별시성동광진교육지원청","04805","서울특별시 성동구 용답25길 1","/ 서울용답초등학교","02-2245-2717","http://www.yd.es.kr","02-2215-8206","남여공학","","N","일반계","","전기","주간","19830420","19830420","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134105","서울용곡초등학교","Seoul Yong-gok Elementary School","서울특별시성동광진교육지원청","04940","서울특별시 광진구 용마산로22길 82","/ 서울용곡초등학교 (중곡동)","02-457-7225","yonggok.es.kr","02-454-4508","남여공학","","N","일반계","","전기","주간","19780213","19780504","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134104","서울옥정초등학교","Seoul Okjeong Elementary School","서울특별시성동광진교육지원청","04735","서울특별시 성동구 한림말길 43","(옥수동/옥정초등학교)","02-2297-0148","http://www.okjeong.es.kr","02-2298-1911","남여공학","","N","일반계","","전기","주간","19710522","19710522","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134103","서울옥수초등학교","Seoul Oksu Elementary School","서울특별시성동광진교육지원청","04740","서울특별시 성동구 금호로1길 25","/ 옥수초등학교 (금호동4가)","02-2297-8623","http://www.oksu.es.kr","02-2299-5209","남여공학","","N","일반계","","전기","주간","19670327","19661202","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134102","서울양진초등학교","Seoul Yangjin Elementary School","서울특별시성동광진교육지원청","04982","서울특별시 광진구 워커힐로 32","(광장동/양진초중학교)","02-454-9071","http://yjs.sen.es.kr","02-454-9957","남여공학","","N","해당없음","","전기","주간","20050301","20050506","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134101","서울양남초등학교","Seoul Yangnam Elementary School","서울특별시성동광진교육지원청","05114","서울특별시 광진구 뚝섬로64길 71","/ (자양동/ 서울양남초등학교)","02-452-8189","http://s-yangnam.sen.es.kr","02-454-3690","남여공학","","N","일반계","","전기","주간","19831203","19840516","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134100","서울신자초등학교","Seoul Sinja Elementary School","서울특별시성동광진교육지원청","05110","서울특별시 광진구 뚝섬로46길 64","/ 서울신자초등학교 (자양동)","02-450-5600","http://www.sinja.es.kr/","02-450-5678","남여공학","","N","일반계","","전기","주간","19821207","19830504","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134099","서울신양초등학교","Seoul Sinyang Elementary School","서울특별시성동광진교육지원청","05090","서울특별시 광진구 능동로 42","/ 신양초등학교 (자양동)","02-2201-8081","http://sinyang.sen.es.kr","02-2201-8087","남여공학","","N","일반계","","전기","주간","19790411","19790411","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134098","서울송원초등학교","Seoul Songwon Elementary School","서울특별시성동광진교육지원청","04800","서울특별시 성동구 동일로43길 9","(송정동)","02-469-5074","http://ssw.es.kr","02-469-5075","남여공학","","N","해당없음","","전기","주간","20090301","20090301","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134097","서울성자초등학교","Seoul Seongja Elementary School","서울특별시성동광진교육지원청","05102","서울특별시 광진구 뚝섬로56길 7","/ 서울성자초등학교 (자양동)","02-2161-6500","http://www.seongja.es.kr","02-453-8724","남여공학","","N","일반계","","전기","주간","19840518","19840518","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134096","서울성수초등학교","Seoul Seongsu Elementary School","서울특별시성동광진교육지원청","04798","서울특별시 성동구 아차산로17길 21","(성수동2가)","02-466-4504","http://www.seongsoo.es.kr","02-461-0426","남여공학","","N","일반계","","전기","주간","19720901","19721201","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134095","서울사근초등학교","Seoul Sageun Elementary School","서울특별시성동광진교육지원청","04761","서울특별시 성동구 사근동11길 16","(사근동/ 사근초등학교)","02-2293-9690","http://sageun.sen.es.kr","02-2296-9767","남여공학","","N","일반계","","전기","주간","19670711","19671113","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134094","서울무학초등학교","Seoul Muhak Elementary School","서울특별시성동광진교육지원청","04710","서울특별시 성동구 무학봉15길 21","/ 서울무학초등학교 (하왕십리동)","02-2290-3200","http://www.muhag.es.kr","02-2298-4013","남여공학","","N","일반계","","전기","주간","19150901","19150901","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134093","서울마장초등학교","Seoul Majang Elementary School","서울특별시성동광진교육지원청","04753","서울특별시 성동구 마장로35나길 31","/ 서울마장초등학교 (마장동)","02-2152-7900","http://majang.sen.es.kr","02-2292-3835","남여공학","","N","해당없음","","전기","주간","20050301","20050301","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134092","서울동호초등학교","Seoul Dongho Elementary School","서울특별시성동광진교육지원청","04731","서울특별시 성동구 매봉길 49-35","(옥수동/ 동호초등학교)","02-2299-8370","http://dongho.sen.es.kr","02-2299-8214","남여공학","","N","해당없음","","전기","주간","20100301","20100430","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134091","서울동자초등학교","Seoul Dongja Elementary School","서울특별시성동광진교육지원청","05069","서울특별시 광진구 뚝섬로 561","(자양동)","02-444-1349","http://www.dongja.es.kr","02-457-8334","남여공학","","N","일반계","","전기","주간","19841205","19841205","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134090","서울동의초등학교","Seoul Dongeui Elementary School","서울특별시성동광진교육지원청","04948","서울특별시 광진구 영화사로 111","(구의동/서울동의초등학교)","02-447-2706","http://dongeui.sen.es.kr","02-456-7976","남여공학","","N","일반계","","전기","주간","19870709","19871026","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134089","서울동명초등학교","Seoul Dongmyeong Elementary School","서울특별시성동광진교육지원청","04705","서울특별시 성동구 마장로29길 29","/ 서울동명초등학교 (마장동)","02-2299-5122","http://dgmg.sen.es.kr/index.do","02-2299-5126","남여공학","","N","일반계","","전기","주간","19441010","19441010","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134088","서울금호초등학교","Seoul Geumho Elementary School","서울특별시성동광진교육지원청","04726","서울특별시 성동구 무수막길 69","/ 서울금호초등학교 (금호동2가)","02-2237-7495","http://www.geumho.es.kr","02-2237-6262","남여공학","","N","일반계","","전기","주간","19580401","19580401","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134087","서울금옥초등학교","Seoul Geumok Elementary School","서울특별시성동광진교육지원청","04725","서울특별시 성동구 독서당로 251","(금호동4가/ 서울금옥초등학교)","02-2297-2267","https://geumok.sen.es.kr","02-2291-8999","남여공학","","N","일반계","","전기","주간","19620412","19620412","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134086","서울금북초등학교","Seoul Geumbuk Elementary School","서울특별시성동광진교육지원청","04721","서울특별시 성동구 행당로1길 13","/ 서울금북초등학교 (금호동1가)","02-2299-5303","http://geumbuk.es.kr/","02-2299-5301","남여공학","","N","일반계","","전기","주간","19681126","19681126","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134085","서울구의초등학교","Seoul Guui Elementary School","서울특별시성동광진교육지원청","05022","서울특별시 광진구 광나루로30길 49","/ 서울구의초등학교 (화양동)","02-444-6490","http://guui.sen.es.kr","02-444-5872","남여공학","","N","일반계","","전기","주간","19811226","19820422","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134084","서울구남초등학교","Seoul Gunam Elementary School","서울특별시성동광진교육지원청","05048","서울특별시 광진구 구의강변로 69","/ 서울구남초등학교 (구의동)","02-453-8921","http://www.gunam.es.kr","02-3436-7518","남여공학","","N","일반계","","전기","주간","19980301","19980605","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134083","서울광진초등학교","Seoul Gwangjin Elementary School","서울특별시성동광진교육지원청","04980","서울특별시 광진구 자양로40길 41","/ 서울광진초등학교 (구의동)","02-458-4693","http://www.gwangjin.es.kr","02-458-6852","남여공학","","N","일반계","","전기","주간","20030901","20030901","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134082","서울광장초등학교","Seoul Gwangjang Elementary School","서울특별시성동광진교육지원청","04966","서울특별시 광진구 광장로1길 27","/ 서울광장초등학교 (광장동)","02-2139-1501","http://kwangjang.sen.es.kr","02-2139-1605","남여공학","","N","일반계","","전기","주간","19461110","19461110","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134081","서울광남초등학교","Seoul Gwangnam Elementary School","서울특별시성동광진교육지원청","04973","서울특별시 광진구 아차산로70길 35","(광장동)","02-455-3763","http://seoulgwangnam.es.kr/","02-457-4946","남여공학","","N","일반계","","전기","주간","19900120","19900607","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134080","서울경일초등학교","Seoul Gyeongil Elementary School","서울특별시성동광진교육지원청","04774","서울특별시 성동구 뚝섬로 332","(성수동1가)","02-2086-6200","http://kyongil.es.kr","02-2086-6299","남여공학","","N","일반계","","전기","주간","19841031","19841031","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134079","서울경수초등학교","Seoul Gyeongsu Elementary School","서울특별시성동광진교육지원청","04785","서울특별시 성동구 뚝섬로13길 22","(성수동2가/경수초등학교)","02-498-5123","http://www.kyeongsu.es.kr","02-498-5127","남여공학","","N","일반계","","전기","주간","19820429","19820429","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7134078","서울경동초등학교","Seoul Kyungdong Elementary School","서울특별시성동광진교육지원청","04781","서울특별시 성동구 성수일로 34","(성수동1가/경동초등학교)","02-6902-2700","http://kyungdong.sen.es.kr","02-6902-2799","남여공학","","N","일반계","","전기","주간","19131001","19131001","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","사립","7134077","경복초등학교","Kyungbok Elementary School","서울특별시성동광진교육지원청","04991","서울특별시 광진구 천호대로130길 58","/ 경복초등학교 (능동)","02-2204-1200","http://www.kbes.kr","02-454-5086","남여공학","","N","일반계","","전기","주간","19650302","19650302","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","사립","7132122","중앙대학교사범대학부속초등학교","Elementary School Attached to College of Education/ Chung-Ang University","서울특별시동작관악교육지원청","06973","서울특별시 동작구 서달로 135","(흑석동/ 중앙대부속초등학교)","02-815-0145","https://cau.sen.es.kr","02-822-6132","남여공학","","N","일반계","","전기","주간","19641203","19650308","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132121","서울흑석초등학교","Seoul Heukseok Elementary School","서울특별시동작관악교육지원청","06904","서울특별시 동작구 현충로 87","/ 서울흑석초등학교 (흑석동)","02-815-3276","http://heukseok.es.kr/","02-821-1908","남여공학","","N","일반계","","전기","주간","19680520","19680923","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132120","서울행림초등학교","Seoul Haenglim Elementary School","서울특별시동작관악교육지원청","07031","서울특별시 동작구 솔밭로 47","(사당동/행림초등학교)","02-523-1352","http://www.hrim.es.kr","02-523-1354","남여공학","","N","일반계","","전기","주간","19920506","19920506","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132119","서울청룡초등학교","Seoul Cheongryong Elementary School","서울특별시동작관악교육지원청","08833","서울특별시 관악구 관악로5길 61","(봉천동)","02-871-5850","http://chungryong.es.kr","02-871-8386","남여공학","","N","일반계","","전기","주간","19851018","19851018","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132118","서울조원초등학교","Seoul Jowon Elementary School","서울특별시동작관악교육지원청","08701","서울특별시 관악구 조원로 67","(신림동)","02-869-2235","http://seouljowon.es.kr","02-869-2239","남여공학","","N","해당없음","","전기","주간","20050301","20050301","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132117","서울인헌초등학교","Seoul Inhun Elementary School","서울특별시동작관악교육지원청","08792","서울특별시 관악구 낙성대로 23","(봉천동)","02-872-8101","http://www.inhun.es.kr","02-872-6683","남여공학","","N","일반계","","전기","주간","19791231","19800402","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132116","서울은천초등학교","Seoul Euncheon Elementary School","서울특별시동작관악교육지원청","08716","서울특별시 관악구 은천로 69","(봉천동)","02-883-6321","http://www.euncheon.es.kr","02-883-6280","남여공학","","N","일반계","","전기","주간","19580401","19580401","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132115","서울은로초등학교","Seoul Eunlo Elementary School","서울특별시동작관악교육지원청","06973","서울특별시 동작구 서달로 115","/ 서울은로초등학교 (흑석동)","02-824-0309","http://eunlo.es.kr","02-813-2463","남여공학","","N","일반계","","전기","주간","19081101","19081101","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132114","서울원신초등학교","Seoul Wonshin Elementary School","서울특별시동작관악교육지원청","08846","서울특별시 관악구 광신길 177","/ 원신초등학교 (신림동)","02-888-1813","http://www.wonshin.es.kr/","02-888-1824","남여공학","","N","일반계","","전기","주간","20020710","20021022","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132113","서울원당초등학교","Seoul Wondang Elementary School","서울특별시동작관악교육지원청","08739","서울특별시 관악구 봉천로 505","(봉천동)","02-877-4940","http://www.wondang.es.kr","02-872-1778","남여공학","","N","일반계","","전기","주간","19721209","19730627","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132112","서울영화초등학교","Seoul Younghwa Elementary School","서울특별시동작관악교육지원청","06933","서울특별시 동작구 등용로8길 3","/ 서울영화초등학교 (대방동)","02-824-6051","http://younghwa.sen.es.kr","02-824-6155","남여공학","","N","일반계","","전기","주간","19620903","19620903","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132111","서울영본초등학교","Seoul Yeongbon Elementary School","서울특별시동작관악교육지원청","06915","서울특별시 동작구 만양로12가길 69","/ 서울영본초등학교 (본동)","02-815-4371","http://yeongbon.sen.es.kr","02-814-6691","남여공학","","N","일반계","","전기","주간","19671127","19671127","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132110","서울신우초등학교","Seoul Sinwoo Elementary School","서울특별시동작관악교육지원청","08823","서울특별시 관악구 호암로 498","/ 신우초등학교 (신림동)","02-874-9812","http://www.seoulsinwoo.es.kr/","02-874-9817","남여공학","","N","일반계","","전기","주간","19770901","19780406","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132109","서울신성초등학교","Seoul Sinseong Elementary School","서울특별시동작관악교육지원청","08839","서울특별시 관악구 신림로 114","/ 서울신성초등학교 (신림동)","02-875-7611","http://sss.sen.es.kr","02-875-7615","남여공학","","N","일반계","","전기","주간","19820707","19821011","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132108","서울신상도초등학교","Seoul Sinsangdo Elementary School","서울특별시동작관악교육지원청","06967","서울특별시 동작구 장승배기로 14","(상도동/서울신상도초등학교)","02-822-6953","http://www.shinsangdo.es.kr","02-815-6647","남여공학","","N","일반계","","전기","주간","19810909","19820412","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132107","서울신봉초등학교","Seoul Sinbong Elementary School","서울특별시동작관악교육지원청","08747","서울특별시 관악구 양녕로6나길 1","(봉천동)","02-871-9616","http://sinbong.es.kr","02-872-2824","남여공학","","N","일반계","","전기","주간","19810713","19811104","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132106","서울신림초등학교","Seoul Sillim Elementary School","서울특별시동작관악교육지원청","08842","서울특별시 관악구 문성로28길 31","/ 서울신림초등학교 (신림동)","02-856-3127","http://sillim.sen.es.kr","02-858-6485","남여공학","","N","일반계","","전기","주간","19700525","19700525","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132105","서울신남성초등학교","Seoul Shinnamsung Elementary School","서울특별시동작관악교육지원청","07030","서울특별시 동작구 사당로 146","(사당동)","02-521-6268","http://www.shinnamsung.es.kr","02-584-5755","남여공학","","N","일반계","","전기","주간","19750311","19750311","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132104","서울신길초등학교","Seoul Sin-gil Elementary School","서울특별시동작관악교육지원청","06941","서울특별시 동작구 알마타길 16","(대방동)","02-815-6417","http://www.singil.es.kr/","02-813-8889","남여공학","","N","일반계","","전기","주간","19640312","19640312","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132103","서울상현초등학교","SangHyeon Elementary School","서울특별시동작관악교육지원청","07039","서울특별시 동작구 상도로58길 21","(상도동)","02-826-9740","http://www.ssh.es.kr","02-826-9744","남여공학","","N","해당없음","","전기","주간","20120901","20121101","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132102","서울상도초등학교","Seoul Sangdo Elementary School","서울특별시동작관악교육지원청","06961","서울특별시 동작구 성대로21길 62","(상도동/상도초등학교)","02-823-2168","http://seoulsangdo.sen.es.kr","02-823-0247","남여공학","","N","일반계","","전기","주간","19660206","19670311","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132101","서울삼일초등학교","Seoul Samil Elementary School","서울특별시동작관악교육지원청","07000","서울특별시 동작구 사당로23나길 27","/ 서울삼일초등학교 (사당동)","02-3477-9473","http://www.samil.es.kr/","02-3477-9895","남여공학","","N","해당없음","","전기","주간","20070901","20071101","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132100","서울삼성초등학교","Seoul Samseong Elementary School","서울특별시동작관악교육지원청","08816","서울특별시 관악구 대학7길 52","/ 삼성초등학교 (신림동)","02-877-9144","http://www.s-samseong.es.kr","02-872-1137","남여공학","","N","일반계","","전기","주간","19720803","19721023","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132099","서울사당초등학교","Seoul Sadang Elementary School","서울특별시동작관악교육지원청","08804","서울특별시 관악구 남현4길 51","/ 서울사당초등학교 (남현동)","02-522-4180","http://www.sadang.es.kr","02-522-0857","남여공학","","N","일반계","","전기","주간","19720713","19720713","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132098","서울봉현초등학교","Seoul Bonghyun Elementary School","서울특별시동작관악교육지원청","08723","서울특별시 관악구 성현로 117","(봉천동/서울봉현초등학교)","02-885-1985","www.bonghyun.es.kr","02-885-1996","남여공학","","N","일반계","","전기","주간","20030106","20030527","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132097","서울봉천초등학교","Seoul Bongcheon Elementary School","서울특별시동작관악교육지원청","08736","서울특별시 관악구 행운1라길 17","/ 서울봉천초등학교 (봉천동/봉천초등학교)","02-888-3927","http://bongcheon.sen.es.kr","02-877-6642","남여공학","","N","일반계","","전기","주간","19670915","19670915","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132096","서울본동초등학교","Seoul Bondong Elementary School","서울특별시동작관악교육지원청","06907","서울특별시 동작구 노량진로26길 16-40","/ 서울본동초등학교 (본동)","02-815-1044","http://bondong.sen.es.kr","02-826-4576","남여공학","","N","일반계","","전기","주간","19480825","19481030","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132095","서울보라매초등학교","Seoul Boramae Elementary School","서울특별시동작관악교육지원청","07063","서울특별시 동작구 여의대방로16길 30","/ 서울보라매초등학교 (신대방동)","02-836-3001","www.boramae.es.kr","02-836-5002","남여공학","","N","해당없음","","전기","주간","20050301","20050506","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132094","서울미성초등학교","Seoul Misung Elementary School","서울특별시동작관악교육지원청","08770","서울특별시 관악구 문성로 79","/ 서울미성초등학교 (신림동)","02-839-8302","http://www.misung.es.kr","02-839-8307","남여공학","","N","일반계","","전기","주간","19800417","19800417","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132093","서울문창초등학교","Seoul Munchang Elementary School","서울특별시동작관악교육지원청","07066","서울특별시 동작구 신대방2길 14","(신대방동/서울문창초등학교)","02-836-2031","http://munchang.sen.es.kr","02-843-7951","남여공학","","N","일반계","","전기","주간","19460406","19460406","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132092","서울동작초등학교","Seoul Dongjak Elementary School","서울특별시동작관악교육지원청","06992","서울특별시 동작구 동작대로29길 214","/ 서울동작초등학교 (사당동)","02-537-1773","http://www.dongjak.es.kr/","02-594-5569","남여공학","","N","일반계","","전기","주간","19820707","19830406","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132091","서울대림초등학교","Seoul Daerim Elementary School","서울특별시동작관악교육지원청","06954","서울특별시 동작구 대방동1길 22","(대방동)","02-822-1984","http://www.seouldaelim.es.kr","02-822-1987","남여공학","","N","일반계","","전기","주간","19730801","19740402","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132090","서울당곡초등학교","Seoul Dang-gok Elementary School","서울특별시동작관악교육지원청","08711","서울특별시 관악구 보라매로2길 23","/ 23 (봉천동/당곡초등학교)","02-872-4683","http://www.danggok.es.kr","02-872-4685","남여공학","","N","일반계","","전기","주간","19740910","19740910","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132089","서울노량진초등학교","Seoul Noryangjin Elementary School","서울특별시동작관악교육지원청","06924","서울특별시 동작구 장승배기로 160","(노량진동)","02-815-1274","http://www.noryangjin.es.kr","02-821-3298","남여공학","","N","일반계","","전기","주간","19480320","19481010","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132088","서울남성초등학교","Seoul Namseong Elementary School","서울특별시동작관악교육지원청","07005","서울특별시 동작구 사당로23길 57-14","(사당동/ 서울남성초등학교)","02-595-5471","http://www.namsung.es.kr","02-536-2693","남여공학","","N","일반계","","전기","주간","19670915","19671205","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132087","서울남사초등학교","Seoul Namsa Elementary School","서울특별시동작관악교육지원청","07014","서울특별시 동작구 동작대로13길 22","(사당동)","02-522-0333","http://namsa.sen.es.kr","02-588-7226","남여공학","","N","일반계","","전기","주간","19790927","19790927","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132086","서울남부초등학교","Seoul Nambu Elementary School","서울특별시동작관악교육지원청","08763","서울특별시 관악구 남부순환로163길 14","/ 서울남부초등학교 (신림동)","02-857-5032","http://seoulnambu.es.kr","02-859-5857","남여공학","","N","일반계","","전기","주간","19851008","19851008","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132085","서울난향초등학교","Seoul Nanhyang Elementary School","서울특별시동작관악교육지원청","08859","서울특별시 관악구 난향길 9","(신림동/난향초등학교)","02-839-0291","http://nanhyang.es.kr","02-869-9317","남여공학","","N","일반계","","전기","주간","19810406","19810406","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132084","서울난우초등학교","Seoul Nanwoo Elementary School","서울특별시동작관악교육지원청","08850","서울특별시 관악구 난우길 40","(신림동/난우초등학교)","07078741206","http://www.nanwoo.es.kr","028526221","남여공학","","N","일반계","","전기","주간","19761203","19761203","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7132083","서울난곡초등학교","Seoul Nangok Elementary School","서울특별시동작관악교육지원청","08858","서울특별시 관악구 난곡로35길 102","(신림동/ 난곡초등학교)","02-855-2131","http://nangok.es.kr/","02-855-2135","남여공학","","N","일반계","","전기","주간","19710422","19710422","B10","서울특별시교육청","서울특별시","20230326"
